iter	Logloss
266	0.3552136046
267	0.3544666945
268	0.3536733916
269	0.3533532037
270	0.3530231514
271	0.3525629525
272	0.3520356766
273	0.3517386697
274	0.351045674
275	0.3503444479
276	0.349755921
277	0.349347417
278	0.3489439377
279	0.3487373737
280	0.3481167572
281	0.3478505144
282	0.3475367382
283	0.3469169848
284	0.3466170494
285	0.3463986175
286	0.3460232821
287	0.3456477618
288	0.3452290853
289	0.3448567708
290	0.3444714479
291	0.343853544
292	0.3431494819
293	0.3428928568
294	0.3426125883
295	0.3415015018
296	0.3408931231
297	0.340407832
298	0.3400640314
299	0.3394570707
300	0.3391261245
301	0.338630106
302	0.3384631841
303	0.3380401303
304	0.3377838443
305	0.3371767911
306	0.3367106736
307	0.3363146233
308	0.335641572
309	0.3352734498
310	0.3348651
311	0.3346013541
312	0.3339522853
313	0.333565082
314	0.332978867
315	0.3325203944
316	0.3321136783
317	0.3315224696
318	0.3308978765
319	0.3303795092
320	0.3298707288
321	0.329513519
322	0.3290796145
323	0.3284431226
324	0.3281233354
325	0.3277053987
326	0.3271448617
327	0.3268923056
328	0.3264780372
329	0.3261220604
330	0.3257126933
331	0.3252828887
332	0.3247311371
333	0.3243131387
334	0.3240067607
335	0.3233774204
336	0.3228539053
337	0.3223815918
338	0.3220674765
339	0.3215353301
340	0.3210372154
341	0.3206317324
342	0.3203012794
343	0.3197478323
344	0.3192457719
345	0.3190538503
346	0.3186364068
347	0.3183911564
348	0.3179341942
349	0.3173921836
350	0.3170781916
351	0.31680042
352	0.3163662381
353	0.3160033563
354	0.3157197894
355	0.3150650179
356	0.3148997914
357	0.3144839508
358	0.3138818606
359	0.3136681142
360	0.313324961
361	0.3129974057
362	0.3126055477
363	0.3120263302
364	0.3115802187
365	0.3109890408
366	0.3106554128
367	0.3103707362
368	0.3101290616
369	0.3098651
370	0.309496947
371	0.309014646
372	0.3085323141
373	0.3082939687
374	0.3079033746
375	0.3074128739
376	0.3071358112
377	0.3068900985
378	0.3064925069
379	0.3058311077
380	0.3051784631
381	0.3046727653
382	0.3042047057
383	0.3035920731
384	0.3031456533
385	0.3028425429
386	0.3024111969
387	0.3021339494
388	0.3017835521
389	0.3014126248
390	0.3011182997
391	0.3008982649
392	0.3006818983
393	0.3003192324
394	0.3000870522
395	0.29960956
396	0.2994393705
397	0.2990914701
398	0.2984409833
399	0.2981531933
400	0.2978769322
401	0.297472713
402	0.2972234553
403	0.2967233677
404	0.2964623654
405	0.2961464005
406	0.2958500409
407	0.2956183539
408	0.295264535
409	0.2949360549
410	0.2944544937
411	0.2941642992
412	0.2939512619
413	0.2933168353
414	0.2928119081
415	0.2926125266
416	0.2921994604
417	0.2917105627
418	0.2912510727
419	0.2909436775
420	0.290608354
421	0.2901181616
422	0.2900508996
423	0.2897188437
424	0.2894250735
425	0.2889495233
426	0.2884002994
427	0.2881959857
428	0.2876978402
429	0.2874980888
430	0.2872293492
431	0.2867582995
432	0.2864143449
433	0.2860968696
434	0.2857384884
435	0.2854487255
436	0.2851968168
437	0.2848267835
438	0.284146858
439	0.2838225394
440	0.2835412228
441	0.2833430743
442	0.2832093518
443	0.2829266789
444	0.2825267137
445	0.2821919143
446	0.2819027679
447	0.2814258306
448	0.2809604529
449	0.2805550007
450	0.2802819454
451	0.2797897185
452	0.2795768352
453	0.2792296747
454	0.2788243458
455	0.2785359701
456	0.2781680945
457	0.2777737088
458	0.2772762414
459	0.2769153942
460	0.2767113271
461	0.2763794562
462	0.2761293353
463	0.2759365506
464	0.2756763805
465	0.2751787899
466	0.2746794421
467	0.2743382309
468	0.2741592561
469	0.2738265837
470	0.2735237507
471	0.273090586
472	0.2727917604
473	0.2725769043
474	0.2724510732
475	0.2721097696
476	0.2718854191
477	0.2716436521
478	0.2712627372
479	0.2709850581
480	0.2706815469
481	0.2704050392
482	0.2698966286
483	0.2696983877
484	0.2694840865
485	0.2693001179
486	0.269012297
487	0.268821331
488	0.2686348963
489	0.2683993253
490	0.2680001924
491	0.2677234072
492	0.2674288663
493	0.2670260651
494	0.2667362714
495	0.2664092709
496	0.2660706183
497	0.2657788826
498	0.2654615306
499	0.2650408504
500	0.2646340418
501	0.2642811168
502	0.2640325989
503	0.2637702094
504	0.2635935157
505	0.2631663005
506	0.2628028638
507	0.262326543
508	0.2620900472
509	0.2617027206
510	0.2613472678
511	0.2609622223
512	0.2605564927
513	0.2601861511
514	0.2597342443
515	0.2594288219
516	0.2592948528
517	0.259102438
518	0.258774636
519	0.2585306341
520	0.2583101523
521	0.2580826268
522	0.2577144584
523	0.257243116
524	0.256940622
525	0.2565114647
526	0.2561097733
527	0.2557194719
528	0.2552221741
529	0.2548187872
530	0.2545507566
531	0.2542111329
532	0.2537662699
533	0.253280393
534	0.2531259248
535	0.2528215196
536	0.2525209215
537	0.2522542318
538	0.2520508121
539	0.2516613893
540	0.2513070617
541	0.251133728
542	0.2509511928
543	0.2506085328
544	0.2503668429
545	0.2500681868
546	0.2498154765
547	0.2494773171
548	0.2491058041
549	0.2486795136
550	0.2484972096
551	0.2482120398
552	0.2480240639
553	0.2477509161
554	0.2474766587
555	0.2470949423
556	0.2466718577
557	0.2464069867
558	0.2460223728
559	0.2458082719
560	0.2455807773
561	0.2452783758
562	0.2450898142
563	0.2449547508
564	0.2447271944
565	0.2443314986
566	0.2439510769
567	0.2434789947
568	0.2432956272
569	0.2430928856
570	0.2427483915
571	0.2425882821
572	0.2421731968
573	0.2419255266
574	0.2416426225
575	0.2414896031
576	0.2411868317
577	0.2410219751
578	0.2408722849
579	0.2405636412
580	0.2402251272
581	0.2399698431
582	0.2396705396
583	0.239198781
584	0.2389094497
585	0.2383166381
586	0.2381722498
587	0.2380035709
588	0.2375643027
589	0.237172568
590	0.2367723253
591	0.2364644368
592	0.2361291442
593	0.2357872395
594	0.2354080663
595	0.2352334225
596	0.234883688
597	0.2345031122
598	0.2342311821
599	0.2339891376
600	0.2336190888
601	0.2331964666
602	0.2327802716
603	0.2325056442
604	0.2322867962
605	0.2319499623
606	0.2316667345
607	0.2312357276
608	0.2308204266
609	0.2305920842
610	0.2304524123
611	0.2302380186
612	0.2300245959
613	0.2296692511
614	0.2294367318
615	0.2291905875
616	0.2289105502
617	0.2286833638
618	0.2283881139
619	0.228104285
620	0.2279276222
621	0.2276308927
622	0.2274033363
623	0.2271290943
624	0.2268266158
625	0.2265485051
626	0.2261722757
627	0.2259625676
628	0.2256206166
629	0.2252938473
630	0.2249752469
631	0.2248334172
632	0.224499635
633	0.2242856729
634	0.2239600904
635	0.2237077193
636	0.2233681419
637	0.2230506974
638	0.2227611657
639	0.2224313601
640	0.222096422
641	0.2218636869
642	0.2215709956
643	0.221096324
644	0.2206609244
645	0.2202749695
646	0.2200705172
647	0.2198607165
648	0.2196927928
649	0.2195253006
650	0.2192291568
651	0.2190465291
652	0.2187268498
653	0.2183979381
654	0.218194241
655	0.2179889563
656	0.217853076
657	0.2176128811
658	0.2173203594
659	0.2170822298
660	0.2169402306
661	0.2166259611
662	0.2164442891
663	0.2160942155
664	0.2157431246
665	0.2153814451
666	0.2150746663
667	0.2148528899
668	0.2145825781
669	0.2142593846
670	0.2140175251
671	0.2139523285
672	0.2136932681
673	0.2133839309
674	0.2130633113
675	0.2127477318
676	0.2122950544
677	0.2120076652
678	0.2118841923
679	0.2115115696
680	0.2112377591
681	0.2110421537
682	0.2108375626
683	0.2106198243
684	0.2104592217
685	0.2102493903
686	0.2100336248
687	0.2098692615
688	0.2095136854
689	0.2091920487
690	0.2088418826
691	0.2085290466
692	0.208335522
693	0.2079570732
694	0.2078625149
695	0.2075402462
696	0.207322847
697	0.2071865506
698	0.2069457391
699	0.206754249
700	0.206575675
701	0.2063997211
702	0.2061747541
703	0.2059806593
704	0.2057135071
705	0.2054434266
706	0.2051452791
707	0.2048851553
708	0.2047129621
709	0.2044714417
710	0.2043325867
711	0.2040350249
712	0.2037787235
713	0.2034715441
714	0.2031893335
715	0.2031003702
716	0.2029849274
717	0.2026850999
718	0.2025433165
719	0.202369767
720	0.2021108146
721	0.2018490416
722	0.2016911054
723	0.2015587084
724	0.2013063373
725	0.2011172824
726	0.2008418536
727	0.2006642968
728	0.2003628355
729	0.2000949128
730	0.1997334182
731	0.1994904489
732	0.1992384477
733	0.1989651767
734	0.1987782488
735	0.1984741211
736	0.1983637184
737	0.1982129646
738	0.1980517301
739	0.1978887693
740	0.1977600098
741	0.1975190442
742	0.1973465428
743	0.1970472548
744	0.1968723182
745	0.1964863016
746	0.1963357174
747	0.1960693514
748	0.1957879885
749	0.1956421361
750	0.1955039284
751	0.1953941268
752	0.1951652142
753	0.1950217507
754	0.1948852847
755	0.1947080978
756	0.1944801716
757	0.1943404227
758	0.1941219137
759	0.1938435102
760	0.1935826928
761	0.1933081733
762	0.1931148028
763	0.192846094
764	0.1926567617
765	0.1925286187
766	0.1922598482
767	0.1920836632
768	0.1918850677
769	0.1916193644
770	0.1911669644
771	0.1909956036
772	0.1907895946
773	0.1906261714
774	0.190491185
775	0.1903686678
776	0.1901508986
777	0.1899820039
778	0.1897373238
779	0.1895912247
780	0.1893554533
781	0.189027189
782	0.1886187467
783	0.1883201368
784	0.1880603212
785	0.1879230538
786	0.1877264774
787	0.1876177239
788	0.187379995
789	0.1872273147
790	0.1870200417
791	0.1868044458
792	0.1865982672
793	0.1862615566
794	0.1860079062
795	0.1858824605
796	0.1858339252
797	0.1856079102
798	0.1854946252
799	0.1852902807
800	0.1850211866
801	0.184779959
802	0.1845745665
803	0.1843109439
804	0.1839897387
805	0.1837772562
806	0.1834831469
807	0.183395247
808	0.1832843819
809	0.183179497
810	0.1830144401
811	0.1828398733
812	0.1827118382
813	0.1825955786
814	0.1823045673
815	0.1820628773
816	0.1818573615
817	0.1816515065
818	0.181415319
819	0.1811185124
820	0.1808962273
821	0.1807951031
822	0.1806578049
823	0.1805478183
824	0.1803399288
825	0.1801046044
826	0.1799436165
827	0.1797851408
828	0.1795830004
829	0.1793727528
830	0.1792687773
831	0.1789847326
832	0.1788105974
833	0.1786646525
834	0.1784550985
835	0.178331194
836	0.1782340926
837	0.1778907236
838	0.1777713506
839	0.1776805531
840	0.1775662201
841	0.1773291386
842	0.1771191221
843	0.1769095681
844	0.1767607718
845	0.1763857447
846	0.176242497
847	0.1758730802
848	0.1756949685
849	0.1755794949
850	0.1754671347
851	0.1751886541
852	0.1750490747
853	0.1748019132
854	0.1746727529
855	0.1745726306
856	0.1743894018
857	0.1742555406
858	0.1740331014
859	0.1739225291
860	0.173612375
861	0.1734943737
862	0.1732746163
863	0.1731147535
864	0.1730256977
865	0.1727958294
866	0.1726768725
867	0.1725591486
868	0.1722552367
869	0.1720490889
870	0.1718583078
871	0.1716733528
872	0.1715270688
873	0.1713476624
874	0.1711908822
875	0.1710609513
876	0.1709091957
877	0.1707666262
878	0.1705804536
879	0.1703762787
880	0.1700960718
881	0.1699099916
882	0.1696982027
883	0.1695179332
884	0.1693492851
885	0.1691494258
886	0.1689586601
887	0.1688435256
888	0.1687370377
889	0.168612116
890	0.168324326
891	0.1680453984
892	0.1679115372
893	0.1678122935
894	0.1677143752
895	0.1676098448
896	0.1674050225
897	0.1672373762
898	0.167048198
899	0.1668679286
900	0.166689524
901	0.1664576367
902	0.166248545
903	0.1661604294
904	0.1659253053
905	0.1658225011
906	0.1657362196
907	0.1655147052
908	0.1651768386
909	0.1650767008
910	0.1648582998
911	0.1645971433
912	0.1644168122
913	0.1641490898
914	0.1639469185
915	0.1636907404
916	0.1635926526
917	0.1634213534
918	0.1632824368
919	0.1631732363
920	0.16305841
921	0.1629533402
922	0.1627792513
923	0.1626250604
924	0.1625231656
925	0.1623284234
926	0.1620956729
927	0.1620017928
928	0.1618276731
929	0.161591131
930	0.1614339655
931	0.1612550061
932	0.1611910579
933	0.1609757395
934	0.1609071366
935	0.1607582632
936	0.1605466284
937	0.160291822
938	0.1601557105
939	0.1599912085
940	0.1597630973
941	0.1596171678
942	0.159407737
943	0.1592446684
944	0.1591417409
945	0.1589520079
946	0.158822077
947	0.1586422699
948	0.1584457706
949	0.1581947095
950	0.157994542
951	0.157807722
952	0.1576516816
953	0.1575237698
954	0.1573935769
955	0.1572209368
956	0.1570435649
957	0.15688549
958	0.1567802044
959	0.1566309303
960	0.1564505529
961	0.1562818739
962	0.1561919395
963	0.1559831716
964	0.1557878745
965	0.1555764246
966	0.1554771038
967	0.1552265514
968	0.1551431059
969	0.1549408884
970	0.1548424615
971	0.1546874538
972	0.1544843577
973	0.1543783169
974	0.1540844696
975	0.1538428721
976	0.1536954629
977	0.15346094
978	0.1534156876
979	0.1533511846
980	0.1532024191
981	0.1530602041
982	0.1528320621
983	0.152715263
984	0.1524831907
985	0.1522879706
986	0.1520333647
987	0.1518317945
988	0.1516549004
989	0.1515158297
990	0.1513784081
991	0.1512419267
992	0.1511160032
993	0.1508609502
994	0.1507789072
995	0.1506845956
996	0.1504711421
997	0.1502974539
998	0.1500797927
999	0.1499389648
